Charles Jr.,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Bryshon Nellum,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Edward O'brien,M,United States,USA,1936,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Angelo Jr.,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Malvin Whitfield,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Robert Young,M,United States,USA,1936,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Wayne Collett,M,United States,USA,1972,Munich,Athletics,Athletics Men's 400 metres,Silver
Benjamin Eastman,M,United States,USA,1932,Los Angeles,Athletics,Athletics Men's 400 metres,Silver
Horatio Fitch,M,United States,USA,1924,Paris,Athletics,Athletics Men's 400 metres,Silver
Otis Jr.,M,United States,USA,2004,Athina,Athletics,Athletics Men's 400 metres,Silver
Alvin Harrison,M,United States,USA,2000,Sydney,Athletics,Athletics Men's 400 metres,Silver
William Holland,M,United States,USA,1900,Paris,Athletics,Athletics Men's 400 metres,Silver
George James,M,United States,USA,1968,Mexico City,Athletics,Athletics Men's 400 metres,Silver
Herbert Jamison,M,United States,USA,1896,Athina,Athletics,Athletics Men's 400 metres,Silver
Steven Lewis,M,United States,USA,1992,Barcelona,Athletics,Athletics Men's 400 metres,Silver
Frederick Newhouse,M,United States,USA,1976,Montreal,Athletics,Athletics Men's 400 metres,Silver
Harry Jr.,M,United States,USA,1988,Seoul,Athletics,Athletics Men's 400 metres,Silver
Frank Waller,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's 400 metres,Silver
Jeremy Wariner,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres,Silver
Kerron Clement,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres Hurdles,Silver
Frank Cuhel,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,Silver
Clifton Cushman,M,United States,USA,1960,Roma,Athletics,Athletics Men's 400 metres Hurdles,Silver
Glenn Hardin,M,United States,USA,1932,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Silver
Daniel Harris,M,United States,USA,1984,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Silver
Harry Jr.,M,United States,USA,1908,London,Athletics,Athletics Men's 400 metres Hurdles,Silver
Ralph Mann,M,United States,USA,1972,Munich,Athletics,Athletics Men's 400 metres Hurdles,Silver
John Norton,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,Silver
Michael Shine,M,United States,USA,1976,Montreal,Athletics,Athletics Men's 400 metres Hurdles,Silver
Silas Southern,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's 400 metres Hurdles,Silver
Michael Tinsley,M,United States,USA,2012,London,Athletics,Athletics Men's 400 metres Hurdles,Silver
Frank Waller,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's 400 metres Hurdles,Silver
Paul Chelimo,M,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver
Ralph Hill,M,United States,USA,1932,Los Angeles,Athletics,"Athletics Men's 5,000 metres",Silver
John Flanagan,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Silver
Patrick Ryan,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's 56-pound Weight Throw,Silver
William Hogenson,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's 60 metres,Silver
Walter Tewksbury,M,United States,USA,1900,Paris,Athletics,Athletics Men's 60 metres,Silver
John Cregan,M,United States,USA,1900,Paris,Athletics,Athletics Men's 800 metres,Silver
Earl Eby,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's 800 metres,Silver
James Lightbody,M,United States,USA,1906,Athina,Athletics,Athletics Men's 800 metres,Silver
Melvin Sheppard,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's 800 metres,Silver
Howard Valentine,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's 800 metres,Silver
Adam Gunn,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's All-Around Championship,Silver
Verne Booth,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
August (fagerstrm-),M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
John Gray,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
James Henigan,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
Robert Johnson,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
Arthur Studenroth,M,United States,USA,1924,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
Milton Campbell,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's Decathlon,Silver
Robert Clark,M,United States,USA,1936,Berlin,Athletics,Athletics Men's Decathlon,Silver
Bryan Clay,M,United States,USA,2004,Athina,Athletics,Athletics Men's Decathlon,Silver
Brutus Hamilton,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's Decathlon,Silver
James Iii,M,United States,USA,2012,London,Athletics,Athletics Men's Decathlon,Silver
Rafer Johnson,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's Decathlon,Silver
Emerson Norton,M,United States,USA,1924,Paris,Athletics,Athletics Men's Decathlon,Silver
Richard Babka,M,United States,USA,1960,Roma,Athletics,Athletics Men's Discus Throw,Silver
Richard Byrd,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's Discus Throw,Silver
Gordon Dunn,M,United States,USA,1936,Berlin,Athletics,Athletics Men's Discus Throw,Silver
Merritt Giffin,M,United States,USA,1908,London,Athletics,Athletics Men's Discus Throw,Silver
Fortune Gordien,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's Discus Throw,Silver
Henri Laborde,M,United States,USA,1932,Los Angeles,Athletics,Athletics Men's Discus Throw,Silver
Ralph Rose,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Discus Throw,Silver
L. Silvester,M,United States,USA,1972,Munich,Athletics,Athletics Men's Discus Throw,Silver
Mac Wilkins,M,United States,USA,1984,Los Angeles,Athletics,Athletics Men's Discus Throw,Silver
Marquis Horr,M,United States,USA,1908,London,Athletics,"Athletics Men's Discus Throw, Greek Style",Silver
Lance Deal,M,United States,USA,1996,Atlanta,Athletics,Athletics Men's Hammer Throw,Silver
John Dewitt,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Hammer Throw,Silver
Thomas Hare,M,United States,USA,1900,Paris,Athletics,Athletics Men's Hammer Throw,Silver
Matthew Mcgrath,M,United States,USA,1908,London,Athletics,Athletics Men's Hammer Throw,Silver
Matthew Mcgrath,M,United States,USA,1924,Paris,Athletics,Athletics Men's Hammer Throw,Silver
David Albritton,M,United States,USA,1936,Berlin,Athletics,Athletics Men's High Jump,Silver
Leroy Brown,M,United States,USA,1924,Paris,Athletics,Athletics Men's High Jump,Silver
Edward Jr.,M,United States,USA,1968,Mexico City,Athletics,Athletics Men's High Jump,Silver
James Connolly,M,United States,USA,1896,Athina,Athletics,Athletics Men's High Jump,Silver
Hollis Conway,M,United States,USA,1988,Seoul,Athletics,Athletics Men's High Jump,Silver
Robert Garrett,M,United States,USA,1896,Athina,Athletics,Athletics Men's High Jump,Silver
Benjamin Jr.,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's High Jump,Silver
Matthew Hemingway,M,United States,USA,2004,Athina,Athletics,Athletics Men's High Jump,Silver
Erik Jr.,M,United States,USA,2012,London,Athletics,Athletics Men's High Jump,Silver
Harold Muller,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's High Jump,Silver
Garrett Jr.,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's High Jump,Silver
John Thomas,M,United States,USA,1964,Tokyo,Athletics,Athletics Men's High Jump,Silver
Robert Osdel,M,United States,USA,1932,Los Angeles,Athletics,Athletics Men's High Jump,Silver
Kenneth Wiesner,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's High Jump,Silver
William Miller,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's Javelin Throw,Silver
Stephen (-cohen),M,United States,USA,1948,London,Athletics,Athletics Men's Javelin Throw,Silver
John Bennett,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's Long Jump,Silver
Ralph Boston,M,United States,USA,1964,Tokyo,Athletics,Athletics Men's Long Jump,Silver
Daniel Frank,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Long Jump,Silver
Robert Garrett,M,United States,USA,1896,Athina,Athletics,Athletics Men's Long Jump,Silver
Edward Gourdin,M,United States,USA,1924,Paris,Athletics,Athletics Men's Long Jump,Silver
Meredith (gouardino-),M,United States,USA,1952,Helsinki,Athletics,Athletics Men's Long Jump,Silver
Carl Johnson,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's Long Jump,Silver
Daniel Kelly,M,United States,USA,1908,London,Athletics,Athletics Men's Long Jump,Silver
John Moffitt,M,United States,USA,2004,Athina,Athletics,Athletics Men's Long Jump,Silver
Michael Powell,M,United States,USA,1988,Seoul,Athletics,Athletics Men's Long Jump,Silver
Michael Powell,M,United States,USA,1992,Barcelona,Athletics,Athletics Men's Long Jump,Silver
Meyer Prinstein,M,United States,USA,1900,Paris,Athletics,Athletics Men's Long Jump,Silver
Charles Redd,M,United States,USA,1932,Los Angeles,Athletics,Athletics Men's Long Jump,Silver
Irvin Roberson,M,United States,USA,1960,Roma,Athletics,Athletics Men's Long Jump,Silver
Randel Williams,M,United States,USA,1976,Montreal,Athletics,Athletics Men's Long Jump,Silver
Mebrahtom Keflezighi,M,United States,USA,2004,Athina,Athletics,Athletics Men's Marathon,Silver
Frank Shorter,M,United States,USA,1976,Montreal,Athletics,Athletics Men's Marathon,Silver
Everett Bradley,M,United States,USA,1920,Antwerpen,Athletics,Athletics Men's Pentathlon,Silver
James Donahue,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's Pentathlon,Silver
Meredith Colket,M,United States,USA,1900,Paris,Athletics,Athletics Men's Pole Vault,Silver
William Droegemueller,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Pole Vault,Silver
Glenn Graham,M,United States,USA,1924,Paris,Athletics,Athletics Men's Pole Vault,Silver
Robert Gutowski,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's Pole Vault,Silver
Lawrence Johnson,M,United States,USA,2000,Sydney,Athletics,Athletics Men's Pole Vault,Silver
Donald Laz,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's Pole Vault,Silver
Ronald Morris,M,United States,USA,1960,Roma,Athletics,Athletics Men's Pole Vault,Silver
Frank Nelson,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's Pole Vault,Silver
LeRoy Samse,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Pole Vault,Silver
Robert Seagren,M,United States,USA,1972,Munich,Athletics,Athletics Men's Pole Vault,Silver
Toby Stevenson,M,United States,USA,2004,Athina,Athletics,Athletics Men's Pole Vault,Silver
Michael Tully,M,United States,USA,1984,Los Angeles,Athletics,Athletics Men's Pole Vault,Silver
Albert Tyler,M,United States,USA,1896,Athina,Athletics,Athletics Men's Pole Vault,Silver
Marc Wright,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's Pole Vault,Silver
Eric Barnes,M,United States,USA,1988,Seoul,Athletics,Athletics Men's Shot Put,Silver
Herman Brix,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Shot Put,Silver
Christian Cantwell,M,United States,USA,2008,Beijing,Athletics,Athletics Men's Shot Put,Silver
Michael Carter,M,United States,USA,1984,Los Angeles,Athletics,Athletics Men's Shot Put,Silver
William Jr.,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Shot Put,Silver
Francis Delaney,M,United States,USA,1948,London,Athletics,Athletics Men's Shot Put,Silver
James Doehring,M,United States,USA,1992,Barcelona,Athletics,Athletics Men's Shot Put,Silver
John Godina,M,United States,USA,1996,Atlanta,Athletics,Athletics Men's Shot Put,Silver
Samuel Hartranft,M,United States,USA,1924,Paris,Athletics,Athletics Men's Shot Put,Silver
Clarence Hooper,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's Shot Put,Silver
Joseph Kovacs,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Silver
James Matson,M,United States,USA,1964,Tokyo,Athletics,Athletics Men's Shot Put,Silver
Josiah Jr.,M,United States,USA,1900,Paris,Athletics,Athletics Men's Shot Put,Silver
Adam Nelson,M,United States,USA,2000,Sydney,Athletics,Athletics Men's Shot Put,Silver
William Nieder,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's Shot Put,Silver
William Jr.,M,United States,USA,1960,Roma,Athletics,Athletics Men's Shot Put,Silver
Ralph Rose,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's Shot Put,Silver
Harlow Rothert,M,United States,USA,1932,Los Angeles,Athletics,Athletics Men's Shot Put,Silver
George Woods,M,United States,USA,1968,Mexico City,Athletics,Athletics Men's Shot Put,Silver
George Woods,M,United States,USA,1972,Munich,Athletics,Athletics Men's Shot Put,Silver
Patrick (mcdonnell-),M,United States,USA,1912,Stockholm,Athletics,"Athletics Men's Shot Put, Both Hands",Silver
Benjamin Adams,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's Standing High Jump,Silver
Irving Baxter,M,United States,USA,1900,Paris,Athletics,Athletics Men's Standing High Jump,Silver
John Biller,M,United States,USA,1908,London,Athletics,Athletics Men's Standing High Jump,Silver
Lawson Robertson,M,United States,USA,1906,Athina,Athletics,Athletics Men's Standing High Jump,Silver
Martin Sheridan,M,United States,USA,1906,Athina,Athletics,Athletics Men's Standing High Jump,Silver
Joseph Stadler,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Standing High Jump,Silver
Platt Adams,M,United States,USA,1912,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver
Irving Baxter,M,United States,USA,1900,Paris,Athletics,Athletics Men's Standing Long Jump,Silver
Conant King,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Standing Long Jump,Silver
Martin Sheridan,M,United States,USA,1906,Athina,Athletics,Athletics Men's Standing Long Jump,Silver
Irving Baxter,M,United States,USA,1900,Paris,Athletics,Athletics Men's Standing Triple Jump,Silver
Conant King,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Standing Triple Jump,Silver
Martin Sheridan,M,United States,USA,1906,Athina,Athletics,Athletics Men's Stone Throw,Silver
James Butts,M,United States,USA,1976,Montreal,Athletics,Athletics Men's Triple Jump,Silver
Levi Casey,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Triple Jump,Silver
William Claye,M,United States,USA,2012,London,Athletics,Athletics Men's Triple Jump,Silver
William Claye,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Silver
Michael Conley,M,United States,USA,1984,Los Angeles,Athletics,Athletics Men's Triple Jump,Silver
James Connolly,M,United States,USA,1900,Paris,Athletics,Athletics Men's Triple Jump,Silver
Frederick Engelhardt,M,United States,USA,1904,St. Louis,Athletics,Athletics Men's Triple Jump,Silver
Charles Simpkins,M,United States,USA,1992,Barcelona,Athletics,Athletics Men's Triple Jump,Silver
Shalane (-edwards),F,United States,USA,2008,Beijing,Athletics,"Athletics Women's 10,000 metres",Silver
Evelyn (-washington),F,United States,USA,1988,Seoul,Athletics,Athletics Women's 100 metres,Silver
Frentorish Bowie,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Silver
