Country Code,Gender,Event,bronze,silver,gold,total athletes,prob_bronze,prob_silver,prob_gold,raw medals
NOR,F,GRY,0,0,0,1,0.0,0.0,0.0,0
VIN,F,ATH,0,0,0,10,0.0,0.0,0.0,0
NED,F,OWS,0,1,0,1,0.0,1.0,0.0,1
PNG,M,TKW,0,0,0,1,0.0,0.0,0.0,0
DEN,M,FBL,13,31,12,136,0.09558823529411764,0.22794117647058823,0.08823529411764706,56
DEN,F,SAL,5,0,2,38,0.13157894736842105,0.0,0.05263157894736842,7
AFG,F,JUD,0,0,0,1,0.0,0.0,0.0,0
BAR,F,SWM,0,0,0,6,0.0,0.0,0.0,0
CZE,F,SHO,1,1,0,35,0.02857142857142857,0.02857142857142857,0.0,2
GER,F,CSL,1,11,18,73,0.0136986301369863,0.1506849315068493,0.2465753424657534,30
CAY,F,ATH,0,0,0,7,0.0,0.0,0.0,0
LBA,M,ARC,0,0,0,1,0.0,0.0,0.0,0
POL,F,EVE,0,0,0,12,0.0,0.0,0.0,0
MKD,F,JUD,0,0,0,1,0.0,0.0,0.0,0
AZE,M,CRD,0,0,0,1,0.0,0.0,0.0,0
EGY,M,ATH,0,0,0,65,0.0,0.0,0.0,0
GER,F,TEN,0,0,0,5,0.0,0.0,0.0,0
GBR,M,RUG,0,15,0,15,0.0,1.0,0.0,15
MYA,M,SWM,0,0,0,5,0.0,0.0,0.0,0
NOR,M,VBV,0,0,2,8,0.0,0.0,0.25,2
JPN,F,TTE,1,2,0,41,0.024390243902439025,0.04878048780487805,0.0,3
SAM,M,ARC,0,0,0,1,0.0,0.0,0.0,0
IRL,F,TEN,0,0,0,1,0.0,0.0,0.0,0
JPN,M,TTE,0,0,0,10,0.0,0.0,0.0,0
MHL,F,ATH,0,0,0,3,0.0,0.0,0.0,0
USA,M,GAR,0,0,0,6,0.0,0.0,0.0,0
FIN,F,FEN,0,0,0,6,0.0,0.0,0.0,0
GEO,M,BOX,1,0,0,14,0.07142857142857142,0.0,0.0,1
CHA,M,ATH,0,0,0,29,0.0,0.0,0.0,0
RWA,M,JUD,0,0,0,1,0.0,0.0,0.0,0
NZL,F,ROW,3,7,2,62,0.04838709677419355,0.11290322580645161,0.03225806451612903,12
ZIM,F,ARC,0,0,0,1,0.0,0.0,0.0,0
MON,M,SWM,0,0,0,12,0.0,0.0,0.0,0
FIN,M,CSL,5,2,3,90,0.05555555555555555,0.022222222222222223,0.03333333333333333,10
USA,F,CSL,2,1,0,73,0.0273972602739726,0.0136986301369863,0.0,3
GBR,F,GLF,0,0,0,4,0.0,0.0,0.0,0
GBR,M,JUD,5,3,0,72,0.06944444444444445,0.041666666666666664,0.0,8
AUS,M,GLF,0,0,0,4,0.0,0.0,0.0,0
MKD,F,CSL,0,0,0,1,0.0,0.0,0.0,0
IND,M,SWM,0,0,0,32,0.0,0.0,0.0,0
FIN,M,ROW,6,0,1,85,0.07058823529411765,0.0,0.011764705882352941,7
TAN,M,JUD,0,0,0,1,0.0,0.0,0.0,0
MEX,M,POL,4,0,0,4,1.0,0.0,0.0,4
POL,M,CRD,0,0,0,4,0.0,0.0,0.0,0
FIN,F,GRY,0,0,0,4,0.0,0.0,0.0,0
FRA,M,ROW,0,0,5,10,0.0,0.0,0.5,5
COD,M,TTE,0,0,0,4,0.0,0.0,0.0,0
JPN,M,SWM,22,23,14,483,0.045548654244306416,0.047619047619047616,0.028985507246376812,59
MAR,M,EJP,0,0,0,7,0.0,0.0,0.0,0
SWE,M,SAL,0,0,4,4,0.0,0.0,1.0,4
ARG,M,TEN,0,0,0,8,0.0,0.0,0.0,0
SLO,F,GRY,0,0,0,1,0.0,0.0,0.0,0
KOR,F,BDM,2,1,0,26,0.07692307692307693,0.038461538461538464,0.0,3
GHA,M,BOX,1,1,0,59,0.01694915254237288,0.01694915254237288,0.0,2
GAM,M,SWM,0,0,0,1,0.0,0.0,0.0,0
CHI,F,SKB,0,0,0,1,0.0,0.0,0.0,0
POL,F,CRD,0,0,0,4,0.0,0.0,0.0,0
JPN,F,CTR,0,1,0,34,0.0,0.029411764705882353,0.0,1
GER,F,ARC,2,3,0,34,0.058823529411764705,0.08823529411764706,0.0,5
CHN,F,VBV,0,0,0,8,0.0,0.0,0.0,0
PAR,M,TTE,0,0,0,3,0.0,0.0,0.0,0
RUS,M,BDM,0,0,0,17,0.0,0.0,0.0,0
USA,M,GLF,10,0,0,10,1.0,0.0,0.0,10
EST,M,JUD,1,0,0,10,0.1,0.0,0.0,1
PUR,F,SHO,0,0,0,3,0.0,0.0,0.0,0
LUX,M,SHO,0,0,0,20,0.0,0.0,0.0,0
ISV,F,EVE,0,0,0,1,0.0,0.0,0.0,0
NOR,M,MPN,0,0,0,6,0.0,0.0,0.0,0
GBR,M,SAL,0,0,3,3,0.0,0.0,1.0,3
HKG,M,GAR,0,0,0,4,0.0,0.0,0.0,0
JPN,M,SAL,0,0,0,2,0.0,0.0,0.0,0
ROU,M,CSP,0,0,0,4,0.0,0.0,0.0,0
INA,F,FEN,0,0,0,4,0.0,0.0,0.0,0
UAR,M,WPO,0,0,0,10,0.0,0.0,0.0,0
PAR,M,FEN,0,0,0,9,0.0,0.0,0.0,0
SCG,M,FBL,0,0,0,17,0.0,0.0,0.0,0
MHL,M,TKW,0,0,0,1,0.0,0.0,0.0,0
ISL,M,ART,0,0,0,1,0.0,0.0,0.0,0
GEO,M,WRF,8,5,0,74,0.10810810810810811,0.06756756756756757,0.0,13
SWE,M,SAL,0,0,3,3,0.0,0.0,1.0,3
KOS,M,WRF,0,0,0,1,0.0,0.0,0.0,0
KOR,F,BKB,0,11,0,81,0.0,0.13580246913580246,0.0,11
AUS,M,ATH,13,17,6,634,0.02050473186119874,0.026813880126182965,0.00946372239747634,36
PAK,M,ROW,0,0,0,3,0.0,0.0,0.0,0
NZL,M,DIV,0,0,0,3,0.0,0.0,0.0,0
GUA,F,SAL,0,0,0,2,0.0,0.0,0.0,0
JAM,M,SHO,0,0,0,1,0.0,0.0,0.0,0
LAT,F,WLF,0,0,0,1,0.0,0.0,0.0,0
NZL,M,WLF,0,0,0,24,0.0,0.0,0.0,0
SGP,M,SHO,0,0,0,8,0.0,0.0,0.0,0
DEN,M,EVE,1,0,0,90,0.011111111111111112,0.0,0.0,1
IND,F,HOC,0,0,0,48,0.0,0.0,0.0,0
SAA,F,ATH,0,0,0,6,0.0,0.0,0.0,0
ESP,F,VBV,0,0,0,6,0.0,0.0,0.0,0
SWE,F,WLF,0,0,0,2,0.0,0.0,0.0,0
ESA,F,WRF,0,0,0,1,0.0,0.0,0.0,0
MOZ,M,JUD,0,0,0,4,0.0,0.0,0.0,0
BIZ,F,ATH,0,0,0,8,0.0,0.0,0.0,0
NGR,F,ROW,0,0,0,2,0.0,0.0,0.0,0
ARG,F,CSP,0,0,0,2,0.0,0.0,0.0,0
USA,M,BMX,0,0,0,2,0.0,0.0,0.0,0
STP,F,ATH,0,0,0,6,0.0,0.0,0.0,0
GER,F,TRI,0,0,0,16,0.0,0.0,0.0,0
CHN,M,ROW,3,0,0,71,0.04225352112676056,0.0,0.0,3
MNE,F,SWM,0,0,0,3,0.0,0.0,0.0,0
ARG,M,CRD,0,0,0,1,0.0,0.0,0.0,0
BIH,F,SHO,0,0,0,4,0.0,0.0,0.0,0
USA,M,GLF,0,0,10,10,0.0,0.0,1.0,10
MRI,M,TTE,0,0,0,5,0.0,0.0,0.0,0
CHN,M,CSL,0,0,2,66,0.0,0.0,0.030303030303030304,2
USA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
NCA,F,ATH,0,0,0,8,0.0,0.0,0.0,0
LTU,M,BKB,27,0,0,83,0.3253012048192771,0.0,0.0,27
PUR,M,EVE,0,0,0,5,0.0,0.0,0.0,0
COL,F,JUD,0,0,0,7,0.0,0.0,0.0,0
JAM,M,SAL,0,0,0,14,0.0,0.0,0.0,0
SUI,F,GAR,0,0,0,102,0.0,0.0,0.0,0
NAM,M,OWS,0,0,0,1,0.0,0.0,0.0,0
SGP,M,SAL,0,0,0,21,0.0,0.0,0.0,0
BLR,M,JUD,1,0,1,23,0.043478260869565216,0.0,0.043478260869565216,2
INA,M,ATH,0,0,0,34,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,3,0.0,0.0,0.0,0
DEN,M,ROW,0,0,0,5,0.0,0.0,0.0,0
HUN,F,GRY,0,0,0,8,0.0,0.0,0.0,0
AHO,M,SWM,0,0,0,10,0.0,0.0,0.0,0
MEX,F,GRY,0,0,0,1,0.0,0.0,0.0,0
RSA,F,SWM,9,1,2,128,0.0703125,0.0078125,0.015625,12
CAN,M,WPO,0,0,0,48,0.0,0.0,0.0,0
ISR,M,ATH,0,0,0,62,0.0,0.0,0.0,0
POR,F,GTR,0,0,0,3,0.0,0.0,0.0,0
MAR,M,JUD,0,0,0,26,0.0,0.0,0.0,0
AND,F,SAL,0,0,0,1,0.0,0.0,0.0,0
NZL,F,KTE,0,0,0,1,0.0,0.0,0.0,0
HUN,F,VVO,0,0,0,36,0.0,0.0,0.0,0
USA,F,TRI,2,3,0,21,0.09523809523809523,0.14285714285714285,0.0,5
ISL,M,SWM,0,0,0,69,0.0,0.0,0.0,0
KAZ,M,GTR,0,0,0,1,0.0,0.0,0.0,0
JPN,M,MTB,0,0,0,1,0.0,0.0,0.0,0
IRL,F,EVE,0,0,0,52,0.0,0.0,0.0,0
TKM,M,JUD,0,0,0,1,0.0,0.0,0.0,0
GRE,M,ROW,7,17,0,24,0.2916666666666667,0.7083333333333334,0.0,24
MEX,F,VVO,0,0,0,12,0.0,0.0,0.0,0
SUI,M,SAL,0,0,0,2,0.0,0.0,0.0,0
BRA,M,WPO,0,0,0,83,0.0,0.0,0.0,0
KSA,M,SHO,0,0,0,15,0.0,0.0,0.0,0
FRA,M,POL,4,0,0,4,1.0,0.0,0.0,4
MEX,F,FEN,0,0,0,26,0.0,0.0,0.0,0
HUN,F,FEN,7,8,3,145,0.04827586206896552,0.05517241379310345,0.020689655172413793,18
GBR,M,EJP,0,0,1,6,0.0,0.0,0.16666666666666666,1
FRA,F,BOX,0,1,1,3,0.0,0.3333333333333333,0.3333333333333333,2
LUX,M,SAL,0,0,0,1,0.0,0.0,0.0,0
BRU,F,ATH,0,0,0,2,0.0,0.0,0.0,0
PER,F,EVE,0,0,0,1,0.0,0.0,0.0,0
FIN,M,WLF,1,0,0,63,0.015873015873015872,0.0,0.0,1
RSA,F,DIV,0,0,0,6,0.0,0.0,0.0,0
URU,M,MPN,0,0,0,11,0.0,0.0,0.0,0
FIN,M,DIV,0,0,0,44,0.0,0.0,0.0,0
JPN,F,VBV,0,0,0,4,0.0,0.0,0.0,0
CAN,F,OWS,0,0,0,1,0.0,0.0,0.0,0
HKG,M,FEN,0,0,1,7,0.0,0.0,0.14285714285714285,1
KAZ,M,ARC,0,0,0,21,0.0,0.0,0.0,0
BLR,M,DIV,0,0,0,16,0.0,0.0,0.0,0
BLR,M,WLF,2,1,1,34,0.058823529411764705,0.029411764705882353,0.029411764705882353,4
POR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
TUR,F,SWM,0,0,0,40,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,4,0.0,0.0,0.0,0
ASA,F,SWM,0,0,0,3,0.0,0.0,0.0,0
HKG,M,TTE,0,0,0,6,0.0,0.0,0.0,0
HUN,M,ART,0,3,1,85,0.0,0.03529411764705882,0.011764705882352941,4
BUL,M,BOX,7,3,2,98,0.07142857142857142,0.030612244897959183,0.02040816326530612,12
CIV,F,WRF,0,0,0,1,0.0,0.0,0.0,0
USA,M,GAR,0,0,0,6,0.0,0.0,0.0,0
NED,M,ROW,4,0,0,4,1.0,0.0,0.0,4
MAR,M,WLF,0,0,0,11,0.0,0.0,0.0,0
HUN,M,CTR,0,0,0,116,0.0,0.0,0.0,0
MRI,F,JUD,0,0,0,4,0.0,0.0,0.0,0
PER,F,WRF,0,0,0,1,0.0,0.0,0.0,0
TKM,M,WLF,0,0,0,11,0.0,0.0,0.0,0
FRA,M,WPO,7,0,4,98,0.07142857142857142,0.0,0.04081632653061224,11
EST,F,SAL,0,0,0,8,0.0,0.0,0.0,0
TTO,M,SAL,0,0,0,2,0.0,0.0,0.0,0
SUI,M,SAL,0,2,2,6,0.0,0.3333333333333333,0.3333333333333333,4
TPE,M,ARC,0,6,0,44,0.0,0.13636363636363635,0.0,6
HKG,F,EVE,0,0,0,2,0.0,0.0,0.0,0
LAT,F,BKB,0,0,0,12,0.0,0.0,0.0,0
KOR,F,WLF,0,2,0,21,0.0,0.09523809523809523,0.0,2
EGY,F,WRF,0,0,0,6,0.0,0.0,0.0,0
TUR,F,DIV,0,0,0,1,0.0,0.0,0.0,0
CYP,M,ATH,0,0,0,47,0.0,0.0,0.0,0
EOR,M,CSP,0,0,0,1,0.0,0.0,0.0,0
LTU,F,SAL,0,1,0,4,0.0,0.25,0.0,1
BEL,M,SAL,0,3,0,3,0.0,1.0,0.0,3
EUN,M,CTR,0,0,0,16,0.0,0.0,0.0,0
ALG,F,TEN,0,0,0,1,0.0,0.0,0.0,0
TUN,M,TEN,0,0,0,2,0.0,0.0,0.0,0
COL,M,CRD,0,0,0,5,0.0,0.0,0.0,0
GRE,F,VBV,0,0,0,4,0.0,0.0,0.0,0
CAN,M,LAX,0,0,12,12,0.0,0.0,1.0,12
BRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
TCH,M,WRF,5,3,0,105,0.047619047619047616,0.02857142857142857,0.0,8
NED,M,SAL,0,0,3,3,0.0,0.0,1.0,3
HAI,M,FEN,0,0,0,3,0.0,0.0,0.0,0
TPE,F,BOX,1,0,0,5,0.2,0.0,0.0,1
SCG,M,SHO,0,0,0,17,0.0,0.0,0.0,0
SGP,F,CSL,0,0,0,2,0.0,0.0,0.0,0
BUR,M,JUD,0,0,0,4,0.0,0.0,0.0,0
GBR,M,CSL,3,3,2,179,0.01675977653631285,0.01675977653631285,0.0111731843575419,8
OMA,M,CTR,0,0,0,1,0.0,0.0,0.0,0
RUS,F,GAR,32,45,65,558,0.05734767025089606,0.08064516129032258,0.11648745519713262,142
FIN,M,JUD,0,0,0,19,0.0,0.0,0.0,0
LUX,M,FBL,0,0,0,67,0.0,0.0,0.0,0
MKD,M,ATH,0,0,0,1,0.0,0.0,0.0,0
GBR,M,ROW,23,55,40,508,0.045275590551181105,0.10826771653543307,0.07874015748031496,118
EGY,M,TEN,0,0,0,1,0.0,0.0,0.0,0
BUL,F,VVO,10,0,0,10,1.0,0.0,0.0,10
SAM,F,WLF,0,0,0,3,0.0,0.0,0.0,0
EUN,F,EVE,0,0,0,6,0.0,0.0,0.0,0
SVK,M,CSP,4,0,0,7,0.5714285714285714,0.0,0.0,4
GEQ,M,SWM,0,0,0,2,0.0,0.0,0.0,0
BLR,F,SWM,0,0,0,57,0.0,0.0,0.0,0
BRN,F,ATH,0,2,1,30,0.0,0.06666666666666667,0.03333333333333333,3
URU,M,SAL,0,0,0,1,0.0,0.0,0.0,0
UAE,F,EVE,0,0,0,1,0.0,0.0,0.0,0
BUL,F,GRY,4,7,5,55,0.07272727272727272,0.12727272727272726,0.09090909090909091,16
ROU,M,MPN,0,0,0,21,0.0,0.0,0.0,0
BIZ,M,CSP,0,0,0,2,0.0,0.0,0.0,0
RSA,F,GLF,0,0,0,2,0.0,0.0,0.0,0
EST,M,WLF,2,2,1,20,0.1,0.1,0.05,5
NOR,M,CSP,0,0,0,1,0.0,0.0,0.0,0
NAM,F,CTR,0,0,0,2,0.0,0.0,0.0,0
NED,M,SAL,0,6,0,6,0.0,1.0,0.0,6
VEN,F,OWS,0,0,0,1,0.0,0.0,0.0,0
SUI,M,TRI,1,0,0,17,0.058823529411764705,0.0,0.0,1
USA,M,RU7,0,0,0,26,0.0,0.0,0.0,0
CHI,M,TRI,0,0,0,3,0.0,0.0,0.0,0
GEO,F,ATH,0,0,0,9,0.0,0.0,0.0,0
KSA,M,FBL,0,0,0,52,0.0,0.0,0.0,0
TTO,F,JUD,0,0,0,1,0.0,0.0,0.0,0
MAS,M,BDM,2,2,0,23,0.08695652173913043,0.08695652173913043,0.0,4
ARG,F,TKW,0,0,0,3,0.0,0.0,0.0,0
YUG,F,TTE,2,0,0,4,0.5,0.0,0.0,2
HUN,M,SWM,16,16,10,486,0.03292181069958848,0.03292181069958848,0.0205761316872428,42
PLW,F,JUD,0,0,0,1,0.0,0.0,0.0,0
AUS,F,TRI,1,1,1,21,0.047619047619047616,0.047619047619047616,0.047619047619047616,3
HUN,F,HBL,30,9,0,105,0.2857142857142857,0.08571428571428572,0.0,39
CHN,M,EJP,0,0,0,8,0.0,0.0,0.0,0
CAN,F,HOC,0,0,0,45,0.0,0.0,0.0,0
GER,M,MTB,0,0,0,2,0.0,0.0,0.0,0
BLR,F,DIV,0,0,0,3,0.0,0.0,0.0,0
PUR,F,ROW,0,0,0,1,0.0,0.0,0.0,0
LAT,M,BKB,0,0,0,7,0.0,0.0,0.0,0
KOR,M,WPO,0,0,0,13,0.0,0.0,0.0,0
ROC,M,OWS,0,0,0,1,0.0,0.0,0.0,0
AZE,M,KTE,0,1,0,2,0.0,0.5,0.0,1
EUN,M,SWM,0,14,10,39,0.0,0.358974358974359,0.2564102564102564,24
NZL,M,JUD,0,0,0,13,0.0,0.0,0.0,0
PRK,M,BOX,2,3,2,24,0.08333333333333333,0.125,0.08333333333333333,7
ARM,F,SHO,0,0,0,1,0.0,0.0,0.0,0
OMA,M,SWM,0,0,0,4,0.0,0.0,0.0,0
SLO,F,MTB,0,0,0,1,0.0,0.0,0.0,0
SAA,M,SHO,0,0,0,3,0.0,0.0,0.0,0
ISV,M,FEN,0,0,0,4,0.0,0.0,0.0,0
UKR,F,TEN,0,0,0,4,0.0,0.0,0.0,0
SWZ,M,SHO,0,0,0,2,0.0,0.0,0.0,0
BUL,F,FEN,0,0,0,3,0.0,0.0,0.0,0
GRE,F,SAL,1,0,0,28,0.03571428571428571,0.0,0.0,1
AZE,F,WRF,3,0,0,10,0.3,0.0,0.0,3
GER,M,FSK,0,0,1,1,0.0,0.0,1.0,1
KEN,F,VVO,0,0,0,36,0.0,0.0,0.0,0
DEN,M,SHO,6,5,3,270,0.022222222222222223,0.018518518518518517,0.011111111111111112,14
WIF,M,SAL,0,0,0,2,0.0,0.0,0.0,0
NOR,F,HBL,26,22,17,115,0.22608695652173913,0.19130434782608696,0.14782608695652175,65
KAZ,M,GAR,0,0,0,38,0.0,0.0,0.0,0
USA,F,FBL,16,5,38,118,0.13559322033898305,0.0423728813559322,0.3220338983050847,59
PUR,M,SAL,0,0,0,40,0.0,0.0,0.0,0
GUM,F,SWM,0,0,0,10,0.0,0.0,0.0,0
JPN,F,BMF,0,0,0,1,0.0,0.0,0.0,0
QAT,M,ATH,1,0,1,100,0.01,0.0,0.01,2
CAN,M,SAL,0,6,0,6,0.0,1.0,0.0,6
THA,F,SWM,0,0,0,46,0.0,0.0,0.0,0
ESA,M,SWM,0,0,0,54,0.0,0.0,0.0,0
GER,M,ART,7,6,8,343,0.02040816326530612,0.01749271137026239,0.023323615160349854,21
GER,M,CTR,19,20,21,361,0.05263157894736842,0.055401662049861494,0.05817174515235457,60
GBR,M,WLF,3,2,1,123,0.024390243902439025,0.016260162601626018,0.008130081300813009,6
GBR,M,DIV,2,0,1,138,0.014492753623188406,0.0,0.007246376811594203,3
FRA,M,SAL,0,0,0,4,0.0,0.0,0.0,0
TPE,M,GAR,0,1,0,109,0.0,0.009174311926605505,0.0,1
ROU,F,WLF,0,0,0,6,0.0,0.0,0.0,0
KOR,M,TRI,0,0,0,1,0.0,0.0,0.0,0
AUT,M,CLB,1,0,0,1,1.0,0.0,0.0,1
AUS,M,TEN,0,0,1,52,0.0,0.0,0.019230769230769232,1
ESP,F,SWA,5,4,0,59,0.0847457627118644,0.06779661016949153,0.0,9
FRA,F,GTR,0,0,0,2,0.0,0.0,0.0,0
VEN,M,TTE,0,0,0,1,0.0,0.0,0.0,0
NED,M,TTE,0,0,0,12,0.0,0.0,0.0,0
JPN,F,CLB,1,1,0,2,0.5,0.5,0.0,2
AUS,F,ARC,0,0,0,26,0.0,0.0,0.0,0
GER,M,SAL,0,0,0,5,0.0,0.0,0.0,0
POL,F,WRF,1,0,0,11,0.09090909090909091,0.0,0.0,1
BLR,M,ROW,0,0,0,32,0.0,0.0,0.0,0
PRK,M,WRF,3,1,2,28,0.10714285714285714,0.03571428571428571,0.07142857142857142,6
BLR,M,CSL,2,0,2,35,0.05714285714285714,0.0,0.05714285714285714,4
CHI,F,EDR,0,0,0,1,0.0,0.0,0.0,0
SUI,M,WPO,0,0,0,36,0.0,0.0,0.0,0
VEN,M,FEN,0,0,0,73,0.0,0.0,0.0,0
NED,F,HOC,27,14,49,162,0.16666666666666666,0.08641975308641975,0.30246913580246915,90
THA,F,DIV,0,0,0,1,0.0,0.0,0.0,0
CHI,M,WPO,0,0,0,8,0.0,0.0,0.0,0
NED,M,FEN,14,1,0,234,0.05982905982905983,0.004273504273504274,0.0,15
CAN,M,SAL,0,0,0,3,0.0,0.0,0.0,0
ESP,M,FEN,1,0,0,133,0.007518796992481203,0.0,0.0,1
BAN,M,SHO,0,0,0,5,0.0,0.0,0.0,0
SCG,M,VVO,12,0,4,35,0.34285714285714286,0.0,0.11428571428571428,16
SUI,M,SAL,0,0,0,2,0.0,0.0,0.0,0
CHN,F,SWA,5,21,0,82,0.06097560975609756,0.25609756097560976,0.0,26
NZL,F,SHO,0,1,0,10,0.0,0.1,0.0,1
USA,M,HOC,14,0,0,86,0.16279069767441862,0.0,0.0,14
SWE,M,SAL,3,0,0,3,1.0,0.0,0.0,3
MAR,M,CSL,0,0,0,2,0.0,0.0,0.0,0
NZL,M,SAL,0,0,0,2,0.0,0.0,0.0,0
MAR,F,JUD,0,0,0,5,0.0,0.0,0.0,0
ESP,M,TTE,0,0,0,11,0.0,0.0,0.0,0
GDR,F,CSL,2,2,9,22,0.09090909090909091,0.09090909090909091,0.4090909090909091,13
SLO,M,TKW,0,0,0,3,0.0,0.0,0.0,0
FIN,M,SAL,0,0,0,5,0.0,0.0,0.0,0
ESA,M,ART,0,0,0,4,0.0,0.0,0.0,0
USA,M,GAR,0,6,0,6,0.0,1.0,0.0,6
ESA,M,CTR,0,0,0,9,0.0,0.0,0.0,0
AUT,M,HOC,0,0,0,41,0.0,0.0,0.0,0
BEL,M,CSP,0,0,0,1,0.0,0.0,0.0,0
FRA,M,ROW,0,0,0,4,0.0,0.0,0.0,0
PAK,M,JUD,0,0,0,2,0.0,0.0,0.0,0
KUW,M,SWM,0,0,0,35,0.0,0.0,0.0,0
GBR,F,SWM,13,17,12,620,0.020967741935483872,0.027419354838709678,0.01935483870967742,42
ZIM,F,FBL,0,0,0,17,0.0,0.0,0.0,0
KSA,M,EVE,1,0,0,28,0.03571428571428571,0.0,0.0,1
HUN,F,MTB,0,0,0,1,0.0,0.0,0.0,0
INA,M,TEN,0,0,0,5,0.0,0.0,0.0,0
IVB,F,ATH,0,0,0,5,0.0,0.0,0.0,0
SRI,F,GAR,0,0,0,5,0.0,0.0,0.0,0
RSA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
MEX,F,MTB,0,0,0,1,0.0,0.0,0.0,0
CRC,M,TKW,0,0,0,3,0.0,0.0,0.0,0
GBR,M,SAL,0,5,0,5,0.0,1.0,0.0,5
PAN,M,SHO,0,0,0,3,0.0,0.0,0.0,0
NZL,M,EJP,0,0,0,6,0.0,0.0,0.0,0
GBR,M,TTE,0,0,0,2,0.0,0.0,0.0,0
BUL,M,WRF,12,18,9,219,0.0547945205479452,0.0821917808219178,0.0410958904109589,39
MOZ,M,CSL,0,0,0,4,0.0,0.0,0.0,0
CHI,F,ATH,0,1,0,38,0.0,0.02631578947368421,0.0,1
HON,F,SWM,0,0,0,27,0.0,0.0,0.0,0
SEN,M,SWM,0,0,0,19,0.0,0.0,0.0,0
CZE,F,ROW,0,0,0,15,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,6,0.0,0.0,0.0,0
