Year_Start,Year_End,Returning_Athlete_Effect,New_Athlete_Effect,Coaching_Effect,Z_Score,P_Value,Significant,File,Abs_Coaching_Effect,,,Coaching_Effect
2020,2024,-2,1,-5.6,-4.472,1.00E-05,TRUE,Kazakhstan_BOX_mens.csv,5.6,,,-17.89
2020,2024,-1,0,-5,0,1,FALSE,Brazil_BOX_mens.csv,5,,,-17.74
2020,2024,-2,0,-5,-1.633,0.10247,FALSE,Uganda_ATH_mens.csv,5,,,-17.39
2020,2024,-1,0,-5,0,1,FALSE,Brazil_SAL_womens.csv,5,,,-17.33
2020,2024,-1,0,-5,0,1,FALSE,Dominican_Republic_ATH_mens.csv,5,,,-17
2020,2024,-1,0,-5,0,1,FALSE,United_Kingdom_GAR_womens.csv,5,,,-17
2020,2024,-1,1,-4.8,-4.472,1.00E-05,TRUE,Spain_TEN_mens.csv,4.8,,,-17
2020,2024,-1,1,-4.8,-4.472,1.00E-05,TRUE,Australia_BOX_mens.csv,4.8,,,-17
2020,2024,-2,0,-4.57,-1.673,0.09426,FALSE,Canada_SWM_womens.csv,4.57,,,-17
2020,2024,-2,0,-4.5,-2,0.0455,TRUE,Canada_CTR_womens.csv,4.5,,,-17
2020,2024,-2,1,-4.5,-3.464,0.00053,TRUE,Germany_JUD_womens.csv,4.5,,,-16.92
2020,2024,-3,0,-4.2,-2.739,0.00617,TRUE,Israel_JUD_womens.csv,4.2,,,-16.89
2020,2024,-1,1,-4.1,-0.909,0.36325,FALSE,Germany_SWM_mens.csv,4.1,,,-16.89
2020,2024,-2,0,-4,-2,0.0455,TRUE,France_ROW_mens.csv,4,,,-16.8
2020,2024,-1,0,-4,-1.414,0.1573,FALSE,Colombia_ATH_mens.csv,4,,,-16.67
2020,2024,-1,0,-4,0,1,FALSE,India_BOX_womens.csv,4,,,-16
2020,2024,-1,0,-4,0,1,FALSE,Austria_ATH_mens.csv,4,,,-16
2020,2024,-2,0,-4,0,1,FALSE,Germany_JUD_mens.csv,4,,,-16
2020,2024,-3,0,-4,0,1,FALSE,China_BK3_womens.csv,4,,,-16
2020,2024,-2,0,-4,0,1,FALSE,Serbia_BK3_mens.csv,4,,,-16
2020,2024,-2,0,-4,0,1,FALSE,Ukraine_SWM_mens.csv,4,,,-16
2020,2024,-2,0,-4,0,1,FALSE,Belgium_EJP_mens.csv,4,,,-16
2020,2024,-2,0,-4,0,1,FALSE,Latvia_BK3_mens.csv,4,,,-16
2020,2024,-1,0,-4,0,1,FALSE,Ireland_BOX_mens.csv,4,,,-16
2020,2024,-2,0,-4,-1.673,0.09426,FALSE,Australia_ROW_mens.csv,4,,,-16
2020,2024,-2,0,-4,-1.633,0.10247,FALSE,United_States_FEN_mens.csv,4,,,-16
2020,2024,-2,2,-3.81,-0.89,0.37336,FALSE,Romania_ROW_mens.csv,3.81,,,-16
2020,2024,-3,0,-3.75,-3.464,0.00053,TRUE,Israel_JUD_mens.csv,3.75,,,-16
2020,2024,-2,0,-3.71,-1.673,0.09426,FALSE,Japan_SWM_womens.csv,3.71,,,-16
2020,2024,-1,0,-3.5,-1.414,0.1573,FALSE,Spain_CSP_womens.csv,3.5,,,-16
2020,2024,-1,0,-3.5,-1.414,0.1573,FALSE,United_Kingdom_SAL_mens.csv,3.5,,,-16
2020,2024,-1,0,-3.5,-1.414,0.1573,FALSE,Bahamas_ATH_womens.csv,3.5,,,-16
2020,2024,-1,0,-3.33,-1.225,0.22067,FALSE,Colombia_ATH_womens.csv,3.33,,,-16
2020,2024,-1,0,-3.33,-1.225,0.22067,FALSE,Bahamas_ATH_mens.csv,3.33,,,-16
2020,2024,-2,0,-3.33,-2.449,0.01431,TRUE,China_CTR_womens.csv,3.33,,,-16
2020,2024,-2,3,-3.21,-0.907,0.36432,FALSE,Azerbaijan_WRF_mens.csv,3.21,,,-16
2020,2024,-1,0,-3.2,-1.118,0.26355,FALSE,Italy_SWM_womens.csv,3.2,,,-16
2020,2024,-1,0,-3.11,-1.061,0.28884,FALSE,China_ATH_mens.csv,3.11,,,-16
2020,2024,-1,0,-3,0,1,FALSE,United_States_TRI_womens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Chinese_Taipei_ARC_mens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Japan_TTE_mens.csv,3,,,-16
2020,2024,-2,0,-3,0,1,FALSE,Brazil_TEN_womens.csv,3,,,-16
2020,2024,-2,0,-3,0,1,FALSE,Germany_TTE_mens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Italy_ARC_mens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Colombia_BMX_mens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,India_BDM_womens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Japan_ARC_mens.csv,3,,,-16
2020,2024,-1,0,-3,-1.225,0.22067,FALSE,China_FEN_womens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,United_States_GLF_womens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Ukraine_JUD_womens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,United_States_EDR_mens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Denmark_CTR_womens.csv,3,,,-16
2020,2024,-1,0,-3,0,1,FALSE,Japan_SRF_mens.csv,3,,,-15.83
2020,2024,-2,0,-3,0,1,FALSE,Hong_Kong__China_TTE_womens.csv,3,,,-15.6
2020,2024,-1,0,-3,0,1,FALSE,Italy_CRD_womens.csv,3,,,-15.4
2020,2024,-1,3,-2.95,-0.335,0.73725,FALSE,Kenya_ATH_mens.csv,2.95,,,-15.33
2020,2024,-2,0,-2.67,-2.449,0.01431,TRUE,Mexico_DIV_womens.csv,2.67,,,-15
2020,2024,-1,1,-2.67,-2.449,0.01431,TRUE,Canada_JUD_womens.csv,2.67,,,-15
2020,2024,-2,0,-2.67,-2.449,0.01431,TRUE,France_ROW_womens.csv,2.67,,,-15
2020,2024,-1,0,-2.64,-1.038,0.29939,FALSE,Japan_ATH_mens.csv,2.64,,,-15
2020,2024,-1,0,-2.6,-0.707,0.4795,FALSE,Sweden_ATH_mens.csv,2.6,,,-15
2020,2024,-1,0,-2.5,-1.414,0.1573,FALSE,United_Kingdom_JUD_womens.csv,2.5,,,-15
2020,2024,-1,0,-2.5,-1.414,0.1573,FALSE,Nigeria_WRF_womens.csv,2.5,,,-15
2020,2024,-1,2,-2.5,-0.649,0.51641,FALSE,United_States_WRF_mens.csv,2.5,,,-15
2020,2024,-1,0,-2.5,-1.414,0.1573,FALSE,Germany_DIV_womens.csv,2.5,,,-15
2020,2024,-1,0,-2.5,-1.414,0.1573,FALSE,Netherlands_JUD_womens.csv,2.5,,,-15
2020,2024,-1,0,-2.5,-1.414,0.1573,FALSE,Indonesia_BDM_mens.csv,2.5,,,-15
2020,2024,-1,0,-2.33,-1.225,0.22067,FALSE,France_SHO_mens.csv,2.33,,,-15
2020,2024,-1,0,-2,0,1,FALSE,China_ROW_mens.csv,2,,,-15
2020,2024,-1,0,-2,0,1,FALSE,Japan_CLB_womens.csv,2,,,-15
2020,2024,-1,0,-2,0,1,FALSE,Croatia_GAR_mens.csv,2,,,-15
2020,2024,-1,0,-2,-0.756,0.44969,FALSE,Netherlands_SWM_mens.csv,2,,,-15
2020,2024,-1,0,-2,0,1,FALSE,Spain_CSL_womens.csv,2,,,-15
2020,2024,-1,0,-2,0,1,FALSE,Colombia_BMX_womens.csv,2,,,-15
2020,2024,-1,0,-2,0,1,FALSE,China_GTR_womens.csv,2,,,-15
2020,2024,-1,0,-2,0,1,FALSE,United_Kingdom_MPN_womens.csv,2,,,-15
2020,2024,-2,1,-2,-0.866,0.38648,FALSE,Brazil_SKB_mens.csv,2,,,-14.37
2020,2024,-1,0,-2,0,1,FALSE,Bermuda_TRI_womens.csv,2,,,-14.18
2020,2024,-1,0,-2,0,1,FALSE,United_Kingdom_BMX_womens.csv,2,,,-14.15
2020,2024,-1,0,-2,-1.414,0.1573,FALSE,Hungary_JUD_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Spain_TKW_womens.csv,2,,,-14
2020,2024,-1,0,-2,-1.225,0.22067,FALSE,New_Zealand_CTR_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Philippines_BOX_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,United_Kingdom_MTB_mens.csv,2,,,-14
2020,2024,-1,0,-2,-1.414,0.1573,FALSE,Dominican_Republic_ATH_womens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Egypt_TKW_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,United_Kingdom_MPN_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Norway_TRI_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,United_States_TRI_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Austria_CRD_womens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,United_Kingdom_BMX_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Brazil_OWS_womens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Portugal_JUD_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Spain_SHO_mens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Switzerland_MTB_womens.csv,2,,,-14
2020,2024,-1,0,-2,0,1,FALSE,Spain_SHO_womens.csv,2,,,-14
2020,2024,-1,0,-1.67,-1.225,0.22067,FALSE,Italy_BOX_womens.csv,1.67,,,-14
2020,2024,-1,0,-1.67,-1.225,0.22067,FALSE,Germany_GAR_mens.csv,1.67,,,-14
2020,2024,-1,0,-1.67,-1.225,0.22067,FALSE,Ukraine_TEN_womens.csv,1.67,,,-14
2020,2024,-1,0,-1.67,-1.225,0.22067,FALSE,United_States_DIV_mens.csv,1.67,,,-14
2020,2024,-1,0,-1.67,-1.225,0.22067,FALSE,Croatia_ROW_mens.csv,1.67,,,-14
2020,2024,-1,0,-1.6,-1.118,0.26355,FALSE,Norway_ROW_mens.csv,1.6,,,-13.12
2020,2024,-1,0,-1.57,-1.08,0.28009,FALSE,Brazil_SWM_mens.csv,1.57,,,-13
2020,2024,-1,0,-1.5,-1.414,0.1573,FALSE,Germany_ARC_womens.csv,1.5,,,-13
2020,2024,-1,0,-1.5,-1.414,0.1573,FALSE,France_TRI_mens.csv,1.5,,,-13
2020,2024,-1,0,-1.5,-1.414,0.1573,FALSE,Slovakia_SHO_womens.csv,1.5,,,-13
2020,2024,-1,0,-1.5,-1.414,0.1573,FALSE,France_TRI_womens.csv,1.5,,,-13
2020,2024,-1,1,-1.5,-1.414,0.1573,FALSE,Germany_CSL_mens.csv,1.5,,,-13
2020,2024,-2,3,-1.5,-1.155,0.24821,FALSE,Japan_SKB_womens.csv,1.5,,,-13
2020,2024,-1,1,-1.5,-1.414,0.1573,FALSE,United_Kingdom_TRI_womens.csv,1.5,,,-13
2020,2024,-1,0,-1.5,-1.414,0.1573,FALSE,Austria_ROW_womens.csv,1.5,,,-13
2020,2024,-1,0,-1.4,-0.707,0.4795,FALSE,Switzerland_SWM_mens.csv,1.4,,,-13
2020,2024,-1,0,-1.33,-1.225,0.22067,FALSE,Germany_DIV_mens.csv,1.33,,,-13
2020,2024,-1,2,-1.33,-1.225,0.22067,FALSE,Russia_TEN_womens.csv,1.33,,,-13
2020,2024,-1,1,-1.24,-0.429,0.66808,FALSE,Japan_SWM_mens.csv,1.24,,,-13
2020,2024,-1,0,-1.2,-1.118,0.26355,FALSE,Germany_TEN_mens.csv,1.2,,,-13
2020,2024,-1,1,-1.07,-0.253,0.79992,FALSE,Ethiopia_ATH_mens.csv,1.07,,,-13
2020,2024,-3,2,-1.01,-0.215,0.8299,FALSE,Italy_SWM_mens.csv,1.01,,,-13
2020,2024,-1,1,-0.83,-0.186,0.85282,FALSE,Norway_ATH_mens.csv,0.83,,,-13
2020,2024,-1,1,-0.83,-0.374,0.70874,FALSE,Australia_DIV_womens.csv,0.83,,,-13
2020,2024,-1,2,-0.7,-0.24,0.81,FALSE,France_SAL_womens.csv,0.7,,,-13
2020,2024,-1,1,-0.58,-0.189,0.85033,FALSE,United_Kingdom_SAL_womens.csv,0.58,,,-13
2020,2024,-1,1,-0.35,-0.125,0.90026,FALSE,Germany_ATH_mens.csv,0.35,,,-13
2020,2024,-2,1,-0.26,-0.079,0.93694,FALSE,United_Kingdom_SWM_mens.csv,0.26,,,-13
2020,2024,0,0,0,0,1,FALSE,Spain_SAL_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Japan_BMX_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Peru_SRF_mens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Thailand_GLF_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Greece_SWA_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Brazil_TRI_mens.csv,0,,,-13
2012,2024,0,0,0,0,1,FALSE,Belgium_HOC_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Canada_TRI_mens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Japan_CTR_mens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Australia_FBL_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Denmark_SAL_womens.csv,0,,,-13
2020,2024,-1,1,0,0,1,FALSE,Germany_CSL_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Egypt_ATH_mens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Poland_CRD_mens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Poland_CRD_womens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Romania_CSP_mens.csv,0,,,-13
2020,2024,0,0,0,0,1,FALSE,Spain_VBV_womens.csv,0,,,-12.8
2020,2024,0,0,0,0,1,FALSE,Germany_TRI_womens.csv,0,,,-12.75
2020,2024,0,0,0,0,1,FALSE,Israel_ATH_mens.csv,0,,,-12.71
2020,2024,0,0,0,0,1,FALSE,Ireland_EVE_womens.csv,0,,,-12.67
2020,2024,0,0,0,0,1,FALSE,Hong_Kong__China_FEN_mens.csv,0,,,-12.5
2020,2024,0,0,0,0,1,FALSE,Kazakhstan_ARC_mens.csv,0,,,-12.25
2016,2024,0,0,0,0,1,FALSE,France_WPO_mens.csv,0,,,-12.18
2016,2024,0,0,0,0,1,FALSE,South_Africa_GLF_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Switzerland_TRI_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,United_States_RU7_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Chile_TRI_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Hungary_HBL_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Kenya_VVO_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Qatar_ATH_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Germany_CTR_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Venezuela_FEN_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Estonia_ROW_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,United_Kingdom_MTB_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Japan_ROW_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Hungary_SWM_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Australia_SAL_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Cuba_ATH_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,France_BDM_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Brazil_EJP_mens.csv,0,,,-12
2016,2024,0,0,0,0,1,FALSE,Slovenia_HBL_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Norway_SHO_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,India_TTE_mens.csv,0,,,-12
2016,2024,0,0,0,0,1,FALSE,Argentina_GLF_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Slovenia_SWM_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,South_Africa_HOC_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Philippines_GLF_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Dominican_Republic_DIV_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,United_Kingdom_TRI_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,France_DIV_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,France_WLF_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Brazil_RU7_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Canada_JUD_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Uganda_ATH_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Nigeria_TTE_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Ireland_ATH_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Russia_CSP_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Peru_ATH_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Slovenia_GLF_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Serbia_ATH_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Germany_VBV_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Argentina_TEN_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,United_States_SRF_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Spain_SWM_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Poland_MPN_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Venezuela_SWM_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,New_Zealand_TRI_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,United_States_SAL_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Tunisia_ROW_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Trinidad_And_Tobago_ATH_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Australia_SWA_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Switzerland_JUD_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Kazakhstan_ATH_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Armenia_GAR_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Uzbekistan_CSP_womens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Greece_TEN_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Angola_SAL_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Germany_BKB_mens.csv,0,,,-12
2020,2024,0,0,0,0,1,FALSE,Australia_EJP_womens.csv,0,,,-11.91
2020,2024,0,0,0,0,1,FALSE,Australia_BDM_womens.csv,0,,,-11.79
2020,2024,0,0,0,0,1,FALSE,Austria_SWA_womens.csv,0,,,-11.7
2020,2024,0,0,0,0,1,FALSE,Kazakhstan_CRD_mens.csv,0,,,-11.55
2020,2024,0,0,0,0,1,FALSE,Netherlands_GAR_womens.csv,0,,,-11.52
2020,2024,0,0,0,0,1,FALSE,Portugal_SAL_mens.csv,0,,,-11.45
2020,2024,0,0,0,0,1,FALSE,Italy_GLF_mens.csv,0,,,-11.4
2020,2024,0,0,0,0,1,FALSE,United_Kingdom_SKB_womens.csv,0,,,-11.38
2020,2024,0,0,0,0,1,FALSE,Israel_SWA_womens.csv,0,,,-11.32
2020,2024,0,0,0,0,1,FALSE,Canada_GAR_womens.csv,0,,,-11.29
2020,2024,0,0,0,0,1,FALSE,Hong_Kong__China_BDM_womens.csv,0,,,-11.25
2020,2024,0,0,0,0,1,FALSE,Japan_RU7_womens.csv,0,,,-11.25
2020,2024,0,0,0,0,1,FALSE,Japan_TEN_womens.csv,0,,,-11.21
2020,2024,0,0,0,0,1,FALSE,Singapore_BDM_womens.csv,0,,,-11.18
2020,2024,0,0,0,0,1,FALSE,Mexico_MPN_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Lithuania_SWM_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Egypt_FEN_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Canada_WRF_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Portugal_SAL_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Azerbaijan_GRY_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Austria_SHO_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,United_States_BDM_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Japan_BKB_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,France_SWA_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Malaysia_ARC_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Slovenia_CRD_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Ireland_ATH_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Japan_HBL_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Mexico_SHO_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Norway_ATH_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Austria_CSL_womens.csv,0,,,-11
2016,2024,0,0,0,0,1,FALSE,France_FBL_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Bulgaria_JUD_mens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Denmark_BDM_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Portugal_TRI_womens.csv,0,,,-11
2020,2024,0,0,0,0,1,FALSE,Finland_ATH_womens.csv,0,,,-10.91
2020,2024,0,0,0,0,1,FALSE,Slovenia_ATH_womens.csv,0,,,-10.91
2020,2024,0,0,0,0,1,FALSE,Brazil_TTE_womens.csv,0,,,-10.75
2020,2024,0,0,0,0,1,FALSE,Chinese_Taipei_ARC_womens.csv,0,,,-10.67
2020,2024,0,0,0,0,1,FALSE,France_BDM_mens.csv,0,,,-10.67
2020,2024,0,0,0,0,1,FALSE,Canada_SKB_mens.csv,0,,,-10.62
2020,2024,0,0,0,0,1,FALSE,Chinese_Taipei_ATH_mens.csv,0,,,-10.61
2020,2024,0,0,0,0,1,FALSE,Italy_CRD_mens.csv,0,,,-10.5
2020,2024,0,0,0,0,1,FALSE,Georgia_WLF_mens.csv,0,,,-10.5
2020,2024,0,0,0,0,1,FALSE,Spain_BKB_mens.csv,0,,,-10.5
2020,2024,0,0,0,0,1,FALSE,Finland_WRF_mens.csv,0,,,-10.45
2020,2024,0,0,0,0,1,FALSE,China_BKB_womens.csv,0,,,-10.4
2020,2024,0,0,0,0,1,FALSE,Slovenia_TTE_mens.csv,0,,,-10.13
2020,2024,0,0,0,0,1,FALSE,Mexico_ATH_womens.csv,0,,,-10.11
2020,2024,0,0,0,0,1,FALSE,Hungary_ATH_womens.csv,0,,,-10.11
2020,2024,0,0,0,0,1,FALSE,Spain_BKB_womens.csv,0,,,-10
2012,2024,0,0,0,0,1,FALSE,Hungary_HBL_mens.csv,0,,,-10
2020,2024,0,0,0,0,1,FALSE,Serbia_ATH_mens.csv,0,,,-10
2020,2024,0,0,0,0,1,FALSE,Latvia_VBV_womens.csv,0,,,-10
2020,2024,0,0,0,0,1,FALSE,Canada_BDM_mens.csv,0,,,-10
2020,2024,0,0,0,0,1,FALSE,France_SKB_mens.csv,0,,,-10
2020,2024,0,0,0,0,1,FALSE,Poland_SWM_womens.csv,0,,,-10
